"nom_estacio";"nom_contaminant";"valor";"month";"data";"longitud";"latitud"
"Barcelona (el Poblenou)";"PM10";23,1;"2023-01";2023-01-05;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";19,6;"2023-01";2023-01-07;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";27,8;"2023-01";2023-01-13;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";21;"2023-01";2023-01-17;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";10,6;"2023-01";2023-01-19;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";14;"2023-01";2023-01-21;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";21,5;"2023-01";2023-01-23;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";18,6;"2023-01";2023-01-25;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";20;"2023-01";2023-01-06;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";16,4;"2023-01";2023-01-08;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";24,4;"2023-01";2023-01-11;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";13,9;"2023-01";2023-01-18;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17,7;"2023-01";2023-01-20;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";16,9;"2023-01";2023-01-22;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17,1;"2023-01";2023-01-29;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";37,8;"2023-01";2023-01-02;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17,5;"2023-01";2023-01-10;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";21,1;"2023-01";2023-01-12;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";19,8;"2023-01";2023-01-26;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";25,8;"2023-01";2023-01-14;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";11,2;"2023-01";2023-01-16;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";19,4;"2023-01";2023-01-28;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";21;"2023-01";2023-01-30;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";29;"2023-01";2023-01-31;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";32,1;"2023-02";2023-02-04;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17,2;"2023-02";2023-02-09;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";25,2;"2023-02";2023-02-15;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";11,6;"2023-02";2023-02-24;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";9,8;"2023-02";2023-02-27;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";30,1;"2023-02";2023-02-01;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";37,4;"2023-02";2023-02-03;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";25,6;"2023-02";2023-02-05;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";15,1;"2023-02";2023-02-07;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";30;"2023-02";2023-02-13;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";42;"2023-02";2023-02-17;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";32,8;"2023-02";2023-02-19;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";38;"2023-02";2023-02-21;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";27,7;"2023-02";2023-02-23;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";15,1;"2023-02";2023-02-25;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";21,4;"2023-02";2023-02-06;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";11,6;"2023-02";2023-02-08;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";26,5;"2023-02";2023-02-11;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";34,1;"2023-02";2023-02-18;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";29;"2023-02";2023-02-20;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";24,6;"2023-02";2023-02-22;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";28,5;"2023-02";2023-02-02;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";24,1;"2023-02";2023-02-10;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";27,7;"2023-02";2023-02-12;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";11,1;"2023-02";2023-02-26;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";29,8;"2023-02";2023-02-14;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";35,1;"2023-02";2023-02-16;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";14,9;"2023-02";2023-02-28;2,20473014;41,40370072
"Lleida (Irurita - Pius XII)";"PM10";25,32;"2024-01";2024-01-09;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";39,78;"2024-01";2024-01-15;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";28,93;"2024-01";2024-01-27;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";34,36;"2024-01";2024-01-13;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";30,74;"2024-01";2024-01-17;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";9,22;"2024-01";2024-01-19;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";21,52;"2024-01";2024-01-21;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";18,44;"2024-01";2024-01-11;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";18,99;"2024-01";2024-01-18;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";14,29;"2024-01";2024-01-20;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";25,32;"2024-01";2024-01-29;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";22,24;"2024-01";2024-01-10;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";27,12;"2024-01";2024-01-12;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";20,61;"2024-01";2024-01-26;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";43,4;"2024-01";2024-01-14;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";36,17;"2024-01";2024-01-16;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";32,55;"2024-01";2024-01-28;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";37,97;"2024-01";2024-01-30;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";39,78;"2024-01";2024-01-31;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";22;"2024-02";2024-02-04;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";31;"2024-02";2024-02-15;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";5;"2024-02";2024-02-27;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";42;"2024-02";2024-02-01;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";25;"2024-02";2024-02-03;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";21;"2024-02";2024-02-05;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";29;"2024-02";2024-02-07;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";19;"2024-02";2024-02-13;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";11;"2024-02";2024-02-17;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";27;"2024-02";2024-02-19;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";36;"2024-02";2024-02-21;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";24;"2024-02";2024-02-06;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";45;"2024-02";2024-02-08;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";8;"2024-02";2024-02-11;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";21;"2024-02";2024-02-18;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";23;"2024-02";2024-02-20;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";47;"2024-02";2024-02-22;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";16;"2024-02";2024-02-29;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";38;"2024-02";2024-02-02;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";8;"2024-02";2024-02-10;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";15;"2024-02";2024-02-12;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";36;"2024-02";2024-02-14;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";14;"2024-02";2024-02-16;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";9;"2024-02";2024-02-28;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";9;"2024-03";2024-03-04;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";10;"2024-03";2024-03-09;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";21;"2024-03";2024-03-15;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";8;"2024-03";2024-03-27;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";9;"2024-03";2024-03-01;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";5;"2024-03";2024-03-03;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";10;"2024-03";2024-03-05;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";17;"2024-03";2024-03-07;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";25;"2024-03";2024-03-13;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";25;"2024-03";2024-03-17;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";27;"2024-03";2024-03-19;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";10;"2024-03";2024-03-25;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";21;"2024-03";2024-03-06;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";12;"2024-03";2024-03-08;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";8;"2024-03";2024-03-11;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";24;"2024-03";2024-03-18;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";12;"2024-03";2024-03-29;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";17;"2024-03";2024-03-02;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";12;"2024-03";2024-03-10;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";16;"2024-03";2024-03-12;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";5;"2024-03";2024-03-26;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";29;"2024-03";2024-03-14;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";21;"2024-03";2024-03-16;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";5;"2024-03";2024-03-30;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";5;"2024-03";2024-03-31;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";16;"2024-04";2024-04-04;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";10;"2024-04";2024-04-09;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";27;"2024-04";2024-04-15;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";15;"2024-04";2024-04-24;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";14;"2024-04";2024-04-27;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";5;"2024-04";2024-04-01;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";13;"2024-04";2024-04-03;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";20;"2024-04";2024-04-05;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";40;"2024-04";2024-04-07;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";27;"2024-04";2024-04-13;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";20;"2024-04";2024-04-21;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";19;"2024-04";2024-04-23;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";16;"2024-04";2024-04-25;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";33;"2024-04";2024-04-06;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";52;"2024-04";2024-04-08;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";20;"2024-04";2024-04-11;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";26;"2024-04";2024-04-20;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";24;"2024-04";2024-04-22;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";9;"2024-04";2024-04-29;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";8;"2024-04";2024-04-02;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";9;"2024-04";2024-04-10;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";31;"2024-04";2024-04-12;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";17;"2024-04";2024-04-26;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";24;"2024-04";2024-04-14;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";27;"2024-04";2024-04-16;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";12;"2024-04";2024-04-28;0,61571993;41,61570083
"Lleida (Irurita - Pius XII)";"PM10";7;"2024-04";2024-04-30;0,61571993;41,61570083
"Tarragona (Universitat Laboral)";"PM10";23,39;"2024-01";2024-01-04;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";23,02;"2024-01";2024-01-09;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";29,96;"2024-01";2024-01-24;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12,77;"2024-01";2024-01-03;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12,18;"2024-01";2024-01-17;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";31,97;"2024-01";2024-01-23;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";11,51;"2024-01";2024-01-08;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";25,21;"2024-01";2024-01-29;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";17,1;"2024-01";2024-01-02;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";13,42;"2024-01";2024-01-10;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";15,89;"2024-01";2024-01-12;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";29,23;"2024-01";2024-01-26;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";28,36;"2024-01";2024-01-16;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";26,24;"2024-01";2024-01-30;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";30,64;"2024-01";2024-01-31;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";19;"2024-02";2024-02-09;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";18;"2024-02";2024-02-15;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";5;"2024-02";2024-02-24;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";37;"2024-02";2024-02-05;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";26;"2024-02";2024-02-07;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";15;"2024-02";2024-02-19;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";31;"2024-02";2024-02-21;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";13;"2024-02";2024-02-25;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";26;"2024-02";2024-02-08;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";11;"2024-02";2024-02-22;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";20;"2024-02";2024-02-02;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12;"2024-02";2024-02-12;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";29;"2024-02";2024-02-14;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";11;"2024-02";2024-02-28;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";13;"2024-03";2024-03-04;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";9;"2024-03";2024-03-09;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";29;"2024-03";2024-03-15;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";13;"2024-03";2024-03-27;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";14;"2024-03";2024-03-01;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";10;"2024-03";2024-03-05;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";15;"2024-03";2024-03-13;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";21;"2024-03";2024-03-19;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";31;"2024-03";2024-03-21;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";19;"2024-03";2024-03-23;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";9;"2024-03";2024-03-25;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";17;"2024-03";2024-03-06;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";16;"2024-03";2024-03-08;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";8;"2024-03";2024-03-11;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";28;"2024-03";2024-03-18;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";21;"2024-03";2024-03-20;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";19;"2024-03";2024-03-02;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";24;"2024-03";2024-03-14;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";34;"2024-03";2024-03-28;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";24;"2024-04";2024-04-04;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12;"2024-04";2024-04-09;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";18;"2024-04";2024-04-15;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";20;"2024-04";2024-04-03;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12;"2024-04";2024-04-17;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";20;"2024-04";2024-04-19;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";11;"2024-04";2024-04-23;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";14;"2024-04";2024-04-25;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";22;"2024-04";2024-04-06;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";21;"2024-04";2024-04-11;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";11;"2024-04";2024-04-22;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";8;"2024-04";2024-04-29;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12;"2024-04";2024-04-02;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";18;"2024-04";2024-04-10;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";21;"2024-04";2024-04-30;1,20076026;41,10360261
"Barcelona (el Poblenou)";"PM10";22,4;"2024-05";2024-05-04;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";18,1;"2024-05";2024-05-09;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";10,6;"2024-05";2024-05-15;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";13,2;"2024-05";2024-05-24;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";15,1;"2024-05";2024-05-27;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";14;"2024-05";2024-05-01;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";19,6;"2024-05";2024-05-03;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17;"2024-05";2024-05-05;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";15,3;"2024-05";2024-05-07;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";14;"2024-05";2024-05-13;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";12,8;"2024-05";2024-05-17;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";11,3;"2024-05";2024-05-19;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";12,9;"2024-05";2024-05-21;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";10,8;"2024-05";2024-05-23;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17,3;"2024-05";2024-05-25;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";12,9;"2024-05";2024-05-06;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";21;"2024-05";2024-05-08;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";11,9;"2024-05";2024-05-18;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";12,7;"2024-05";2024-05-20;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";14;"2024-05";2024-05-22;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";13,5;"2024-05";2024-05-02;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";30,7;"2024-05";2024-05-10;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17,6;"2024-05";2024-05-12;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17,9;"2024-05";2024-05-26;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";11,1;"2024-05";2024-05-14;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";12,5;"2024-05";2024-05-16;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";20,4;"2024-05";2024-05-28;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";21,2;"2024-05";2024-05-30;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";27,7;"2024-05";2024-05-31;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";14,1;"2024-06";2024-06-04;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17;"2024-06";2024-06-09;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";13;"2024-06";2024-06-15;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";16;"2024-06";2024-06-24;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";12,4;"2024-06";2024-06-27;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";15,7;"2024-06";2024-06-01;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";18,6;"2024-06";2024-06-03;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";18,9;"2024-06";2024-06-05;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";22,9;"2024-06";2024-06-07;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";11,8;"2024-06";2024-06-13;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";15,8;"2024-06";2024-06-17;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";21,7;"2024-06";2024-06-19;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";14,9;"2024-06";2024-06-21;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";22,2;"2024-06";2024-06-23;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";15,4;"2024-06";2024-06-25;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";27,6;"2024-06";2024-06-06;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";19;"2024-06";2024-06-08;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";12,6;"2024-06";2024-06-11;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";19,9;"2024-06";2024-06-18;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";10,4;"2024-06";2024-06-22;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";13,7;"2024-06";2024-06-02;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";15,1;"2024-06";2024-06-10;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";9,8;"2024-06";2024-06-12;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";13,4;"2024-06";2024-06-26;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";17,4;"2024-06";2024-06-14;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";12,4;"2024-06";2024-06-16;2,20473014;41,40370072
"Barcelona (el Poblenou)";"PM10";16;"2024-06";2024-06-28;2,20473014;41,40370072
"Tarragona (Universitat Laboral)";"PM10";13,8;"2024-05";2024-05-04;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12,7;"2024-05";2024-05-09;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";8,9;"2024-05";2024-05-15;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12,9;"2024-05";2024-05-24;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";14,2;"2024-05";2024-05-27;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";8,3;"2024-05";2024-05-01;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";9,1;"2024-05";2024-05-07;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";8,9;"2024-05";2024-05-21;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12,1;"2024-05";2024-05-23;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12,2;"2024-05";2024-05-06;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12,7;"2024-05";2024-05-08;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";12,2;"2024-05";2024-05-02;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";16,9;"2024-05";2024-05-16;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";15,7;"2024-05";2024-05-28;1,20076026;41,10360261
"Tarragona (Universitat Laboral)";"PM10";17,5;"2024-05";2024-05-30;1,20076026;41,10360261
