"timestamp";"station_id";"station_name";"station_province";"altitude";"mean_temperature";"min_temperature";"max_temperature";"mean_relative_humidity";"min_relative_humidity";"max_relative_humidity";"precipitation";"mean_wind_direction";"mean_wind_speed";"global_solar_radiation";"geometry";"CodiEscola"
2024-03-24;"WU";"Badalona - Museu";"Barcelona";42;13,9;13;14.6;78;68;88;0,1;NA;NA;9.7;c(2.24757, 41.45215);"2"
2024-03-24;"X1";"Falset";"Tarragona";359;11,9;7.6;19.3;65;31;93;0;NA;NA;19.5;c(0.81953, 41.15374);"3"
2024-03-24;"YJ";"Lleida - la Femosa";"Lleida";170;12;5;19.3;63;35;87;0;NA;NA;21;c(0.64172, 41.58462);"1"
2024-03-24;"YP";"Palafrugell";"Girona";36;13;10.1;16.9;78;51;100;1,5;NA;NA;13.1;c(3.16034, 41.90708);"5"
2024-03-25;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;9,5;8.5;11.5;99;88;100;8;NA;NA;2.8;c(2.12379, 41.41864);"4"
2024-03-25;"WU";"Badalona - Museu";"Barcelona";42;12,6;11.7;13.7;82;67;91;4,4;NA;NA;3.8;c(2.24757, 41.45215);"2"
2024-03-25;"X1";"Falset";"Tarragona";359;10,4;9.6;11.3;96;87;100;10,4;NA;NA;3.9;c(0.81953, 41.15374);"3"
2024-03-25;"YJ";"Lleida - la Femosa";"Lleida";170;10,6;9;11.8;92;85;98;15,7;NA;NA;1.8;c(0.64172, 41.58462);"1"
2024-03-25;"YP";"Palafrugell";"Girona";36;12,4;10.9;14.8;83;66;100;2,6;NA;NA;5.8;c(3.16034, 41.90708);"5"
2024-03-26;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;10,3;5.8;13.7;84;51;100;19,5;NA;NA;9.4;c(2.12379, 41.41864);"4"
2024-03-26;"WU";"Badalona - Museu";"Barcelona";42;13,5;10.7;16.6;72;40;99;17,4;NA;NA;9;c(2.24757, 41.45215);"2"
2024-03-26;"X1";"Falset";"Tarragona";359;9;3.3;14.4;86;45;100;4,7;NA;NA;10.3;c(0.81953, 41.15374);"3"
2024-03-26;"YJ";"Lleida - la Femosa";"Lleida";170;10;3.4;14;78;48;97;2,1;NA;NA;9.5;c(0.64172, 41.58462);"1"
2024-03-26;"YP";"Palafrugell";"Girona";36;12,5;7.4;15.9;91;74;100;2,3;NA;NA;7.5;c(3.16034, 41.90708);"5"
2024-03-27;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;9,8;5.2;14.2;66;43;89;0;NA;NA;14.6;c(2.12379, 41.41864);"4"
2024-03-27;"WU";"Badalona - Museu";"Barcelona";42;12,8;7.7;16.5;57;35;77;0;NA;NA;16.8;c(2.24757, 41.45215);"2"
2024-03-27;"X1";"Falset";"Tarragona";359;9,5;2.3;16.4;72;43;96;1,1;NA;NA;15.6;c(0.81953, 41.15374);"3"
2024-03-27;"YJ";"Lleida - la Femosa";"Lleida";170;9,7;0.9;16.8;72;46;96;0;NA;NA;15.2;c(0.64172, 41.58462);"1"
2024-03-27;"YP";"Palafrugell";"Girona";36;11,1;1.6;16.4;76;48;100;0;NA;NA;21.5;c(3.16034, 41.90708);"5"
2024-03-28;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;14,3;11.9;20.3;66;35;100;0;NA;NA;20;c(2.12379, 41.41864);"4"
2024-03-28;"WU";"Badalona - Museu";"Barcelona";42;16,9;15;21.3;59;32;84;0;NA;NA;21.3;c(2.24757, 41.45215);"2"
2024-03-28;"X1";"Falset";"Tarragona";359;15;10;19.4;60;35;92;0;NA;NA;18.6;c(0.81953, 41.15374);"3"
2024-03-28;"YJ";"Lleida - la Femosa";"Lleida";170;15,2;10.7;19.2;62;38;83;0,2;NA;NA;16.8;c(0.64172, 41.58462);"1"
2024-03-28;"YP";"Palafrugell";"Girona";36;16,6;13.8;22.1;66;31;96;0;NA;NA;21.8;c(3.16034, 41.90708);"5"
2024-03-29;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;14;11.6;19.1;86;48;100;0;NA;NA;17.1;c(2.12379, 41.41864);"4"
2024-03-29;"WU";"Badalona - Museu";"Barcelona";42;15,8;14.6;18.1;82;71;94;0;NA;NA;18.3;c(2.24757, 41.45215);"2"
2024-03-29;"X1";"Falset";"Tarragona";359;15;9;19.3;69;46;100;0;NA;NA;15.9;c(0.81953, 41.15374);"3"
2024-03-29;"YJ";"Lleida - la Femosa";"Lleida";170;15,6;9.1;22.9;70;37;98;5,1;NA;NA;15.8;c(0.64172, 41.58462);"1"
2024-03-29;"YP";"Palafrugell";"Girona";36;14,9;11.2;17.9;89;77;100;0;NA;NA;17.6;c(3.16034, 41.90708);"5"
2024-03-30;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;11,5;8.8;15.9;78;49;100;1,9;NA;NA;14.9;c(2.12379, 41.41864);"4"
2024-03-30;"WU";"Badalona - Museu";"Barcelona";42;14,3;11.7;16.1;70;46;93;3,1;NA;NA;16.1;c(2.24757, 41.45215);"2"
2024-03-30;"X1";"Falset";"Tarragona";359;10,8;5.1;15.7;74;42;100;0,2;NA;NA;18.1;c(0.81953, 41.15374);"3"
2024-03-30;"YJ";"Lleida - la Femosa";"Lleida";170;11,3;4.2;17.3;72;46;98;0,1;NA;NA;17.9;c(0.64172, 41.58462);"1"
2024-03-30;"YP";"Palafrugell";"Girona";36;14,3;10.9;17.6;79;52;99;3,3;NA;NA;18.6;c(3.16034, 41.90708);"5"
2024-03-31;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;10,6;7.7;14;91;58;100;10,1;NA;NA;6.6;c(2.12379, 41.41864);"4"
2024-03-31;"WU";"Badalona - Museu";"Barcelona";42;14;11.1;17.1;77;45;98;20,2;NA;NA;7.4;c(2.24757, 41.45215);"2"
2024-03-31;"X1";"Falset";"Tarragona";359;10,9;7.5;14;72;50;93;0,3;NA;NA;6.6;c(0.81953, 41.15374);"3"
2024-03-31;"YJ";"Lleida - la Femosa";"Lleida";170;11,3;6.8;17.1;76;48;97;0,5;NA;NA;8.2;c(0.64172, 41.58462);"1"
2024-03-31;"YP";"Palafrugell";"Girona";36;14,1;9.7;17.6;84;55;100;8,7;NA;NA;12.5;c(3.16034, 41.90708);"5"
2024-04-01;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;11,1;6.4;17.4;61;34;83;0;NA;NA;21.4;c(2.12379, 41.41864);"4"
2024-04-01;"WU";"Badalona - Museu";"Barcelona";42;14,1;9.8;18.9;51;29;70;0;NA;NA;23.8;c(2.24757, 41.45215);"2"
2024-04-01;"X1";"Falset";"Tarragona";359;10,2;4.9;18.2;66;31;100;4,3;NA;NA;18;c(0.81953, 41.15374);"3"
2024-04-01;"YJ";"Lleida - la Femosa";"Lleida";170;10,3;2.4;17.7;67;39;95;2,9;NA;NA;21.5;c(0.64172, 41.58462);"1"
2024-04-01;"YP";"Palafrugell";"Girona";36;10,8;3.2;17.5;78;46;100;0;NA;NA;23.6;c(3.16034, 41.90708);"5"
2024-04-02;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;12,3;8.5;17.5;55;45;66;0;NA;NA;21;c(2.12379, 41.41864);"4"
2024-04-02;"WU";"Badalona - Museu";"Barcelona";42;14,4;11.9;16.1;55;39;75;0;NA;NA;21.3;c(2.24757, 41.45215);"2"
2024-04-02;"X1";"Falset";"Tarragona";359;11,7;6.1;19;59;35;93;0;NA;NA;18.1;c(0.81953, 41.15374);"3"
2024-04-02;"YJ";"Lleida - la Femosa";"Lleida";170;11,4;2.9;18.3;63;36;95;0;NA;NA;18.5;c(0.64172, 41.58462);"1"
2024-04-02;"YP";"Palafrugell";"Girona";36;11,3;2;17;75;50;100;0;NA;NA;19.8;c(3.16034, 41.90708);"5"
2024-04-03;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;14,7;10.3;21.1;52;37;77;0;NA;NA;22.3;c(2.12379, 41.41864);"4"
2024-04-03;"WU";"Badalona - Museu";"Barcelona";42;15,4;11.6;20.2;58;36;81;0;NA;NA;22.9;c(2.24757, 41.45215);"2"
2024-04-03;"X1";"Falset";"Tarragona";359;14,9;6.5;23.2;55;30;83;0;NA;NA;21.2;c(0.81953, 41.15374);"3"
2024-04-03;"YJ";"Lleida - la Femosa";"Lleida";170;13,6;3.6;22;65;37;95;0;NA;NA;23.6;c(0.64172, 41.58462);"1"
2024-04-03;"YP";"Palafrugell";"Girona";36;13,9;5.6;19.3;67;43;97;0;NA;NA;22.9;c(3.16034, 41.90708);"5"
2024-04-04;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;16,9;12.5;21.4;55;43;71;0;NA;NA;23.7;c(2.12379, 41.41864);"4"
2024-04-04;"WU";"Badalona - Museu";"Barcelona";42;15,4;12.5;19.8;76;44;94;0;NA;NA;23.7;c(2.24757, 41.45215);"2"
2024-04-04;"X1";"Falset";"Tarragona";359;17;10.6;24.4;50;28;70;0;NA;NA;23.4;c(0.81953, 41.15374);"3"
2024-04-04;"YJ";"Lleida - la Femosa";"Lleida";170;15,6;5.1;25.3;62;28;96;0;NA;NA;23.3;c(0.64172, 41.58462);"1"
2024-04-04;"YP";"Palafrugell";"Girona";36;13,3;5.2;19.1;90;68;100;0;NA;NA;22.8;c(3.16034, 41.90708);"5"
2024-04-05;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;16,3;13.2;21.6;50;32;70;0;NA;NA;18;c(2.12379, 41.41864);"4"
2024-04-05;"WU";"Badalona - Museu";"Barcelona";42;16,3;14;20.1;66;45;89;0;NA;NA;18.2;c(2.24757, 41.45215);"2"
2024-04-05;"X1";"Falset";"Tarragona";359;16,3;11.4;21.5;48;36;66;0;NA;NA;16.8;c(0.81953, 41.15374);"3"
2024-04-05;"YJ";"Lleida - la Femosa";"Lleida";170;16,5;8.6;27.4;55;23;88;0;NA;NA;18.8;c(0.64172, 41.58462);"1"
2024-04-05;"YP";"Palafrugell";"Girona";36;14,9;8;19.5;85;62;100;0;NA;NA;20.3;c(3.16034, 41.90708);"5"
2024-04-06;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;15,5;13.6;18.7;70;37;100;0;NA;NA;19.4;c(2.12379, 41.41864);"4"
2024-04-06;"WU";"Badalona - Museu";"Barcelona";42;15,2;12.4;17.1;82;54;98;0;NA;NA;17.7;c(2.24757, 41.45215);"2"
2024-04-06;"X1";"Falset";"Tarragona";359;17,9;13.7;22.5;49;34;74;0;NA;NA;19;c(0.81953, 41.15374);"3"
2024-04-06;"YJ";"Lleida - la Femosa";"Lleida";170;19,6;8.9;30;42;21;71;0;NA;NA;18.6;c(0.64172, 41.58462);"1"
2024-04-06;"YP";"Palafrugell";"Girona";36;14,7;7.7;19.7;92;72;100;0;NA;NA;16.2;c(3.16034, 41.90708);"5"
2024-04-07;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;15,7;13.3;17.6;75;57;100;0;NA;NA;11.7;c(2.12379, 41.41864);"4"
2024-04-07;"WU";"Badalona - Museu";"Barcelona";42;16,3;14.9;17.7;79;66;93;0;NA;NA;12.7;c(2.24757, 41.45215);"2"
2024-04-07;"X1";"Falset";"Tarragona";359;18,3;14.5;20;55;38;85;0;NA;NA;7.6;c(0.81953, 41.15374);"3"
2024-04-07;"YJ";"Lleida - la Femosa";"Lleida";170;19,2;14.3;23.8;57;42;87;0;NA;NA;7.1;c(0.64172, 41.58462);"1"
2024-04-07;"YP";"Palafrugell";"Girona";36;15,2;10.3;19.8;90;65;100;0,2;NA;NA;16.1;c(3.16034, 41.90708);"5"
2024-04-08;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;17,4;14.4;21.3;65;45;94;0;NA;NA;14.3;c(2.12379, 41.41864);"4"
2024-04-08;"WU";"Badalona - Museu";"Barcelona";42;16,2;14.3;20.3;85;41;97;0;NA;NA;14.5;c(2.24757, 41.45215);"2"
2024-04-08;"X1";"Falset";"Tarragona";359;18,4;11.5;25.3;59;38;92;0,3;NA;NA;14.6;c(0.81953, 41.15374);"3"
2024-04-08;"YJ";"Lleida - la Femosa";"Lleida";170;18,5;11.7;27.2;62;34;85;6,3;NA;NA;16.5;c(0.64172, 41.58462);"1"
2024-04-08;"YP";"Palafrugell";"Girona";36;15,6;13.1;19.3;93;76;100;0;NA;NA;9.7;c(3.16034, 41.90708);"5"
2024-04-09;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;11,7;8.7;16.3;67;45;92;0,1;NA;NA;16.5;c(2.12379, 41.41864);"4"
2024-04-09;"WU";"Badalona - Museu";"Barcelona";42;14;11.7;16.9;65;46;85;0,3;NA;NA;20.9;c(2.24757, 41.45215);"2"
2024-04-09;"X1";"Falset";"Tarragona";359;12,2;7.2;18.8;49;26;74;0;NA;NA;24.8;c(0.81953, 41.15374);"3"
2024-04-09;"YJ";"Lleida - la Femosa";"Lleida";170;12,7;7.5;18.5;52;30;73;0;NA;NA;25;c(0.64172, 41.58462);"1"
2024-04-09;"YP";"Palafrugell";"Girona";36;11,4;3.3;16.2;74;39;100;5,9;NA;NA;8.8;c(3.16034, 41.90708);"5"
2024-04-10;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;12,3;7.5;19.4;58;37;91;0;NA;NA;25.8;c(2.12379, 41.41864);"4"
2024-04-10;"WU";"Badalona - Museu";"Barcelona";42;13,1;9.4;16.6;65;39;81;0;NA;NA;25.9;c(2.24757, 41.45215);"2"
2024-04-10;"X1";"Falset";"Tarragona";359;13;5.2;20.9;49;27;80;0;NA;NA;25.6;c(0.81953, 41.15374);"3"
2024-04-10;"YJ";"Lleida - la Femosa";"Lleida";170;13,2;4.7;21.4;55;26;85;0;NA;NA;24.2;c(0.64172, 41.58462);"1"
2024-04-10;"YP";"Palafrugell";"Girona";36;12,3;1.2;19.1;64;34;100;0;NA;NA;23.5;c(3.16034, 41.90708);"5"
2024-04-11;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;15,1;10;20.8;51;39;74;0;NA;NA;24.9;c(2.12379, 41.41864);"4"
2024-04-11;"WU";"Badalona - Museu";"Barcelona";42;14,7;10.7;17.5;63;44;73;0;NA;NA;25;c(2.24757, 41.45215);"2"
2024-04-11;"X1";"Falset";"Tarragona";359;14,1;5.6;24.4;53;21;85;0;NA;NA;25.4;c(0.81953, 41.15374);"3"
2024-04-11;"YJ";"Lleida - la Femosa";"Lleida";170;14,3;4.8;23.9;55;22;88;0;NA;NA;25;c(0.64172, 41.58462);"1"
2024-04-11;"YP";"Palafrugell";"Girona";36;16;7;21.1;49;34;94;0;NA;NA;24;c(3.16034, 41.90708);"5"
2024-04-12;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;19,3;15.5;24.2;39;30;51;0;NA;NA;24.8;c(2.12379, 41.41864);"4"
2024-04-12;"WU";"Badalona - Museu";"Barcelona";42;16,9;13.4;20.6;61;40;77;0;NA;NA;24.9;c(2.24757, 41.45215);"2"
2024-04-12;"X1";"Falset";"Tarragona";359;17,4;8.4;28.2;45;19;86;0;NA;NA;25.2;c(0.81953, 41.15374);"3"
2024-04-12;"YJ";"Lleida - la Femosa";"Lleida";170;16;5.1;27.1;56;17;95;0;NA;NA;25.3;c(0.64172, 41.58462);"1"
2024-04-12;"YP";"Palafrugell";"Girona";36;15,2;6.9;24.4;62;34;98;0;NA;NA;24.3;c(3.16034, 41.90708);"5"
2024-04-13;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;21,5;18.2;26.3;33;29;43;0;NA;NA;25.5;c(2.12379, 41.41864);"4"
2024-04-13;"WU";"Badalona - Museu";"Barcelona";42;19,2;15.7;23.6;47;33;66;0;NA;NA;25.5;c(2.24757, 41.45215);"2"
2024-04-13;"X1";"Falset";"Tarragona";359;20,3;12.2;30.2;31;17;46;0;NA;NA;25.6;c(0.81953, 41.15374);"3"
2024-04-13;"YJ";"Lleida - la Femosa";"Lleida";170;18,1;6;29.8;53;17;95;0;NA;NA;25;c(0.64172, 41.58462);"1"
2024-04-13;"YP";"Palafrugell";"Girona";36;15,5;5.4;25.7;68;35;100;0;NA;NA;25.4;c(3.16034, 41.90708);"5"
2024-04-14;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;21,6;16.4;29;31;19;46;0;NA;NA;26.1;c(2.12379, 41.41864);"4"
2024-04-14;"WU";"Badalona - Museu";"Barcelona";42;19,6;15.3;26.8;48;29;70;0;NA;NA;26.1;c(2.24757, 41.45215);"2"
2024-04-14;"X1";"Falset";"Tarragona";359;20,8;11.6;28.8;32;20;52;0;NA;NA;25.8;c(0.81953, 41.15374);"3"
2024-04-14;"YJ";"Lleida - la Femosa";"Lleida";170;19,5;7.7;30.4;46;18;89;0;NA;NA;25.4;c(0.64172, 41.58462);"1"
2024-04-14;"YP";"Palafrugell";"Girona";36;15,8;3.6;26.4;71;35;100;0;NA;NA;25.8;c(3.16034, 41.90708);"5"
2024-04-15;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;18,8;13.3;25.1;52;30;100;0;NA;NA;18.7;c(2.12379, 41.41864);"4"
2024-04-15;"WU";"Badalona - Museu";"Barcelona";42;18;16.5;21.3;62;32;88;0;NA;NA;19.5;c(2.24757, 41.45215);"2"
2024-04-15;"X1";"Falset";"Tarragona";359;19,7;13;28.7;40;25;57;0;NA;NA;19.6;c(0.81953, 41.15374);"3"
2024-04-15;"YJ";"Lleida - la Femosa";"Lleida";170;17,8;7.9;28.6;53;31;87;0;NA;NA;22.5;c(0.64172, 41.58462);"1"
2024-04-15;"YP";"Palafrugell";"Girona";36;16,1;8.3;22.1;69;42;100;0;NA;NA;19;c(3.16034, 41.90708);"5"
2024-04-16;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;14,4;10.2;20.8;68;40;100;0;NA;NA;25.2;c(2.12379, 41.41864);"4"
2024-04-16;"WU";"Badalona - Museu";"Barcelona";42;15,8;13.5;18.5;68;46;87;0,2;NA;NA;25.1;c(2.24757, 41.45215);"2"
2024-04-16;"X1";"Falset";"Tarragona";359;14,6;9.8;21.6;48;31;68;0;NA;NA;25.8;c(0.81953, 41.15374);"3"
2024-04-16;"YJ";"Lleida - la Femosa";"Lleida";170;14,8;9.1;22.8;52;33;74;0;NA;NA;25.9;c(0.64172, 41.58462);"1"
2024-04-16;"YP";"Palafrugell";"Girona";36;13,9;7.1;17.3;71;47;100;0,1;NA;NA;6.8;c(3.16034, 41.90708);"5"
2024-04-17;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;11,9;9;17.7;72;48;100;2,4;NA;NA;18.1;c(2.12379, 41.41864);"4"
2024-04-17;"WU";"Badalona - Museu";"Barcelona";42;13,9;12.1;16.1;69;49;86;0,9;NA;NA;20.3;c(2.24757, 41.45215);"2"
2024-04-17;"X1";"Falset";"Tarragona";359;13,5;8.1;20.9;50;29;74;0;NA;NA;25.1;c(0.81953, 41.15374);"3"
2024-04-17;"YJ";"Lleida - la Femosa";"Lleida";170;14,1;8.2;22.3;52;27;76;0;NA;NA;26.4;c(0.64172, 41.58462);"1"
2024-04-17;"YP";"Palafrugell";"Girona";36;13,4;11;18.7;61;36;86;0,4;NA;NA;10.1;c(3.16034, 41.90708);"5"
2024-04-18;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;11,1;8.4;16.8;80;62;100;0;NA;NA;12.2;c(2.12379, 41.41864);"4"
2024-04-18;"WU";"Badalona - Museu";"Barcelona";42;13,2;11.7;15.2;75;60;91;0,5;NA;NA;11.8;c(2.24757, 41.45215);"2"
2024-04-18;"X1";"Falset";"Tarragona";359;13,1;6.9;21.7;55;23;92;0;NA;NA;27.1;c(0.81953, 41.15374);"3"
2024-04-18;"YJ";"Lleida - la Femosa";"Lleida";170;13,4;6.3;22;52;25;78;0;NA;NA;26.6;c(0.64172, 41.58462);"1"
2024-04-18;"YP";"Palafrugell";"Girona";36;12,7;9.9;17.1;58;37;95;2,1;NA;NA;19.6;c(3.16034, 41.90708);"5"
2024-04-19;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;13;8.6;19.1;61;28;86;0;NA;NA;27.3;c(2.12379, 41.41864);"4"
2024-04-19;"WU";"Badalona - Museu";"Barcelona";42;14,2;8.9;18.8;61;40;78;0;NA;NA;27.1;c(2.24757, 41.45215);"2"
2024-04-19;"X1";"Falset";"Tarragona";359;13;5.6;20.2;59;31;89;0;NA;NA;26.7;c(0.81953, 41.15374);"3"
2024-04-19;"YJ";"Lleida - la Femosa";"Lleida";170;13,2;3.7;22;59;30;91;0;NA;NA;26.7;c(0.64172, 41.58462);"1"
2024-04-19;"YP";"Palafrugell";"Girona";36;12,1;3.8;17.4;62;30;100;0;NA;NA;26.4;c(3.16034, 41.90708);"5"
2024-04-20;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;14,2;10.2;20.2;70;42;100;0;NA;NA;24.9;c(2.12379, 41.41864);"4"
2024-04-20;"WU";"Badalona - Museu";"Barcelona";42;14,8;11.8;16.8;72;47;83;0;NA;NA;26.7;c(2.24757, 41.45215);"2"
2024-04-20;"X1";"Falset";"Tarragona";359;14,3;7.1;23.7;60;18;94;0;NA;NA;27.1;c(0.81953, 41.15374);"3"
2024-04-20;"YJ";"Lleida - la Femosa";"Lleida";170;14,6;4.9;25.1;62;19;96;0;NA;NA;26.7;c(0.64172, 41.58462);"1"
2024-04-20;"YP";"Palafrugell";"Girona";36;12,8;1.5;20.8;66;31;100;0;NA;NA;26.7;c(3.16034, 41.90708);"5"
2024-04-21;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;11,9;9;17.9;75;48;100;0,4;NA;NA;17.4;c(2.12379, 41.41864);"4"
2024-04-21;"WU";"Badalona - Museu";"Barcelona";42;13,9;11.5;15.6;66;53;80;0;NA;NA;20;c(2.24757, 41.45215);"2"
2024-04-21;"X1";"Falset";"Tarragona";359;13,6;7.8;22.4;69;23;97;0;NA;NA;26.8;c(0.81953, 41.15374);"3"
2024-04-21;"YJ";"Lleida - la Femosa";"Lleida";170;14,5;6.1;23.3;64;32;94;0;NA;NA;26.4;c(0.64172, 41.58462);"1"
2024-04-21;"YP";"Palafrugell";"Girona";36;13;6.6;18.6;49;31;87;0;NA;NA;26;c(3.16034, 41.90708);"5"
2024-04-22;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;8,3;5.5;15.7;92;58;100;16;NA;NA;14.6;c(2.12379, 41.41864);"4"
2024-04-22;"WU";"Badalona - Museu";"Barcelona";42;11;8.2;16.3;76;46;93;16,6;NA;NA;14;c(2.24757, 41.45215);"2"
2024-04-22;"X1";"Falset";"Tarragona";359;11,1;6.5;19.3;51;18;79;0;NA;NA;21.2;c(0.81953, 41.15374);"3"
2024-04-22;"YJ";"Lleida - la Femosa";"Lleida";170;12,2;5.1;19.5;47;19;87;0;NA;NA;24.7;c(0.64172, 41.58462);"1"
2024-04-22;"YP";"Palafrugell";"Girona";36;13,1;9.9;17.6;29;13;43;0;NA;NA;26.4;c(3.16034, 41.90708);"5"
2024-04-23;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;8,5;5.1;14.2;72;41;100;0;NA;NA;16.6;c(2.12379, 41.41864);"4"
2024-04-23;"WU";"Badalona - Museu";"Barcelona";42;11,1;8.1;14.9;63;35;86;0,1;NA;NA;23.3;c(2.24757, 41.45215);"2"
2024-04-23;"X1";"Falset";"Tarragona";359;9,3;2;17.2;48;26;75;0;NA;NA;19.1;c(0.81953, 41.15374);"3"
2024-04-23;"YJ";"Lleida - la Femosa";"Lleida";170;9,5;2.1;17.4;54;27;82;0,1;NA;NA;23;c(0.64172, 41.58462);"1"
2024-04-23;"YP";"Palafrugell";"Girona";36;12,3;6.9;16.8;30;17;45;0;NA;NA;26.5;c(3.16034, 41.90708);"5"
2024-04-24;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;10,8;4.7;17.6;58;30;86;0;NA;NA;28.1;c(2.12379, 41.41864);"4"
2024-04-24;"WU";"Badalona - Museu";"Barcelona";42;12,2;6.1;15.8;58;32;75;0;NA;NA;27.9;c(2.24757, 41.45215);"2"
2024-04-24;"X1";"Falset";"Tarragona";359;11,1;3.9;19.4;47;25;72;0;NA;NA;27.7;c(0.81953, 41.15374);"3"
2024-04-24;"YJ";"Lleida - la Femosa";"Lleida";170;11,3;2.5;19.9;53;23;83;0;NA;NA;27.4;c(0.64172, 41.58462);"1"
2024-04-24;"YP";"Palafrugell";"Girona";36;12,1;5.3;17.5;47;20;79;0;NA;NA;27.4;c(3.16034, 41.90708);"5"
2024-04-25;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;10,5;8.8;13.2;84;68;100;0,7;NA;NA;7.7;c(2.12379, 41.41864);"4"
2024-04-25;"WU";"Badalona - Museu";"Barcelona";42;13,4;12.3;15;70;60;83;0,2;NA;NA;18.5;c(2.24757, 41.45215);"2"
2024-04-25;"X1";"Falset";"Tarragona";359;11,5;7.3;18.6;65;31;99;0,4;NA;NA;18.4;c(0.81953, 41.15374);"3"
2024-04-25;"YJ";"Lleida - la Femosa";"Lleida";170;11,5;5;17.2;65;41;96;1,4;NA;NA;15.6;c(0.64172, 41.58462);"1"
2024-04-25;"YP";"Palafrugell";"Girona";36;12,4;7.9;17.2;67;48;91;0;NA;NA;13.7;c(3.16034, 41.90708);"5"
2024-04-26;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;13,2;9.4;18.5;81;48;100;2,1;NA;NA;21.6;c(2.12379, 41.41864);"4"
2024-04-26;"WU";"Badalona - Museu";"Barcelona";42;14,6;11.2;16.8;78;61;90;0,6;NA;NA;25.5;c(2.24757, 41.45215);"2"
2024-04-26;"X1";"Falset";"Tarragona";359;13,4;6.8;18.3;73;45;99;0;NA;NA;21.8;c(0.81953, 41.15374);"3"
2024-04-26;"YJ";"Lleida - la Femosa";"Lleida";170;13,7;5.1;21.3;70;37;99;0;NA;NA;20.9;c(0.64172, 41.58462);"1"
2024-04-26;"YP";"Palafrugell";"Girona";36;14,3;10;18.6;79;61;94;0;NA;NA;20.8;c(3.16034, 41.90708);"5"
2024-04-27;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;14,1;12.6;17.6;96;76;100;0,4;NA;NA;6.4;c(2.12379, 41.41864);"4"
2024-04-27;"WU";"Badalona - Museu";"Barcelona";42;16,1;15;17.3;90;81;96;1,3;NA;NA;12.8;c(2.24757, 41.45215);"2"
2024-04-27;"X1";"Falset";"Tarragona";359;14,3;10.7;17.1;86;52;100;5,1;NA;NA;12.6;c(0.81953, 41.15374);"3"
2024-04-27;"YJ";"Lleida - la Femosa";"Lleida";170;15,2;8.5;19.5;75;53;97;1,9;NA;NA;7.4;c(0.64172, 41.58462);"1"
2024-04-27;"YP";"Palafrugell";"Girona";36;15,3;14;16.8;92;84;100;0;NA;NA;7.8;c(3.16034, 41.90708);"5"
2024-04-28;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;12,7;10.8;14.1;99;91;100;6,7;NA;NA;4.3;c(2.12379, 41.41864);"4"
2024-04-28;"WU";"Badalona - Museu";"Barcelona";42;15,4;13.6;16.4;87;76;96;4,9;NA;NA;6.6;c(2.24757, 41.45215);"2"
2024-04-28;"X1";"Falset";"Tarragona";359;13,4;10.2;17.9;86;57;100;0,4;NA;NA;12.2;c(0.81953, 41.15374);"3"
2024-04-28;"YJ";"Lleida - la Femosa";"Lleida";170;13,4;6.8;20.3;78;48;98;0;NA;NA;15.4;c(0.64172, 41.58462);"1"
2024-04-28;"YP";"Palafrugell";"Girona";36;14,2;13;15.3;97;85;100;11,3;NA;NA;3.8;c(3.16034, 41.90708);"5"
2024-04-29;"D5";"Barcelona - Observatori Fabra";"Barcelona";411;11,2;10.6;11.9;100;100;100;63,3;NA;NA;1.7;c(2.12379, 41.41864);"4"
