"nom_estacio";"contaminant";"valor";"month";"data";"longitud";"latitud"
"Lleida";"PM10";44;"2024-11";2024-11-01;0,6157005;41,615818
"Lleida";"PM10";48;"2024-11";2024-11-02;0,6157005;41,615818
"Lleida";"PM10";57;"2024-11";2024-11-03;0,6157005;41,615818
"Lleida";"PM10";61;"2024-11";2024-11-04;0,6157005;41,615818
"Girona (Escola de Música)";"PM10";31;"2024-11";2024-11-01;2,8165;41,97638
"Girona (Escola de Música)";"PM10";36;"2024-11";2024-11-02;2,8165;41,97638
"Girona (Escola de Música)";"PM10";32;"2024-11";2024-11-03;2,8165;41,97638
"Girona (Escola de Música)";"PM10";28;"2024-11";2024-11-04;2,8165;41,97638
"Manresa";"PM10";13;"2024-11";2024-11-01;1,8253003;41,730293
"Manresa";"PM10";13;"2024-11";2024-11-02;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-03;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-04;1,8253003;41,730293
"Vic";"PM10";18;"2024-11";2024-11-01;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-02;2,2400014;41,93501
"Vic";"PM10";11;"2024-11";2024-11-03;2,2400014;41,93501
"Vic";"PM10";15;"2024-11";2024-11-04;2,2400014;41,93501
"Vic";"PM10";16;"2024-11";2024-11-01;2,2400014;41,93501
"Vic";"PM10";16;"2024-11";2024-11-02;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-03;2,2400014;41,93501
"Vic";"PM10";15;"2024-11";2024-11-04;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-05;2,2400014;41,93501
"Vic";"PM10";11;"2024-11";2024-11-06;2,2400014;41,93501
"Vic";"PM10";12;"2024-11";2024-11-07;2,2400014;41,93501
"Vic";"PM10";11;"2024-11";2024-11-08;2,2400014;41,93501
"Vic";"PM10";9;"2024-11";2024-11-09;2,2400014;41,93501
"Vic";"PM10";10;"2024-11";2024-11-10;2,2400014;41,93501
"Vic";"PM10";9;"2024-11";2024-11-11;2,2400014;41,93501
"Vic";"PM10";11;"2024-11";2024-11-12;2,2400014;41,93501
"Vic";"PM10";13;"2024-11";2024-11-13;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-14;2,2400014;41,93501
"Vic";"PM10";16;"2024-11";2024-11-15;2,2400014;41,93501
"Vic";"PM10";20;"2024-11";2024-11-16;2,2400014;41,93501
"Vic";"PM10";18;"2024-11";2024-11-17;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-18;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-19;2,2400014;41,93501
"Vic";"PM10";18;"2024-11";2024-11-20;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-21;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-22;2,2400014;41,93501
"Vic";"PM10";21;"2024-11";2024-11-23;2,2400014;41,93501
"Vic";"PM10";15;"2024-11";2024-11-24;2,2400014;41,93501
"Girona (Escola de Música)";"PM10";26;"2024-11";2024-11-01;2,8165;41,97638
"Girona (Escola de Música)";"PM10";26;"2024-11";2024-11-02;2,8165;41,97638
"Girona (Escola de Música)";"PM10";28;"2024-11";2024-11-03;2,8165;41,97638
"Girona (Escola de Música)";"PM10";36;"2024-11";2024-11-04;2,8165;41,97638
"Girona (Escola de Música)";"PM10";30;"2024-11";2024-11-05;2,8165;41,97638
"Girona (Escola de Música)";"PM10";28;"2024-11";2024-11-06;2,8165;41,97638
"Girona (Escola de Música)";"PM10";22;"2024-11";2024-11-07;2,8165;41,97638
"Girona (Escola de Música)";"PM10";19;"2024-11";2024-11-08;2,8165;41,97638
"Girona (Escola de Música)";"PM10";13;"2024-11";2024-11-09;2,8165;41,97638
"Girona (Escola de Música)";"PM10";15;"2024-11";2024-11-10;2,8165;41,97638
"Girona (Escola de Música)";"PM10";19;"2024-11";2024-11-11;2,8165;41,97638
"Girona (Escola de Música)";"PM10";24;"2024-11";2024-11-12;2,8165;41,97638
"Girona (Escola de Música)";"PM10";26;"2024-11";2024-11-13;2,8165;41,97638
"Girona (Escola de Música)";"PM10";31;"2024-11";2024-11-14;2,8165;41,97638
"Girona (Escola de Música)";"PM10";34;"2024-11";2024-11-15;2,8165;41,97638
"Girona (Escola de Música)";"PM10";34;"2024-11";2024-11-16;2,8165;41,97638
"Girona (Escola de Música)";"PM10";35;"2024-11";2024-11-17;2,8165;41,97638
"Girona (Escola de Música)";"PM10";37;"2024-11";2024-11-18;2,8165;41,97638
"Girona (Escola de Música)";"PM10";41;"2024-11";2024-11-19;2,8165;41,97638
"Girona (Escola de Música)";"PM10";53;"2024-11";2024-11-20;2,8165;41,97638
"Girona (Escola de Música)";"PM10";44;"2024-11";2024-11-21;2,8165;41,97638
"Girona (Escola de Música)";"PM10";43;"2024-11";2024-11-22;2,8165;41,97638
"Girona (Escola de Música)";"PM10";35;"2024-11";2024-11-23;2,8165;41,97638
"Girona (Escola de Música)";"PM10";40;"2024-11";2024-11-24;2,8165;41,97638
"Lleida";"PM10";37;"2024-11";2024-11-01;0,6157005;41,615818
"Lleida";"PM10";26;"2024-11";2024-11-02;0,6157005;41,615818
"Lleida";"PM10";24;"2024-11";2024-11-03;0,6157005;41,615818
"Lleida";"PM10";19;"2024-11";2024-11-04;0,6157005;41,615818
"Lleida";"PM10";15;"2024-11";2024-11-05;0,6157005;41,615818
"Lleida";"PM10";13;"2024-11";2024-11-06;0,6157005;41,615818
"Lleida";"PM10";10;"2024-11";2024-11-07;0,6157005;41,615818
"Lleida";"PM10";9;"2024-11";2024-11-08;0,6157005;41,615818
"Lleida";"PM10";16;"2024-11";2024-11-09;0,6157005;41,615818
"Lleida";"PM10";20;"2024-11";2024-11-10;0,6157005;41,615818
"Lleida";"PM10";22;"2024-11";2024-11-11;0,6157005;41,615818
"Lleida";"PM10";25;"2024-11";2024-11-12;0,6157005;41,615818
"Lleida";"PM10";35;"2024-11";2024-11-13;0,6157005;41,615818
"Lleida";"PM10";32;"2024-11";2024-11-14;0,6157005;41,615818
"Lleida";"PM10";32;"2024-11";2024-11-15;0,6157005;41,615818
"Lleida";"PM10";36;"2024-11";2024-11-16;0,6157005;41,615818
"Lleida";"PM10";35;"2024-11";2024-11-17;0,6157005;41,615818
"Lleida";"PM10";34;"2024-11";2024-11-18;0,6157005;41,615818
"Lleida";"PM10";32;"2024-11";2024-11-19;0,6157005;41,615818
"Lleida";"PM10";34;"2024-11";2024-11-20;0,6157005;41,615818
"Lleida";"PM10";30;"2024-11";2024-11-21;0,6157005;41,615818
"Lleida";"PM10";36;"2024-11";2024-11-22;0,6157005;41,615818
"Lleida";"PM10";38;"2024-11";2024-11-23;0,6157005;41,615818
"Lleida";"PM10";38;"2024-11";2024-11-24;0,6157005;41,615818
"Manresa";"PM10";22;"2024-11";2024-11-01;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-02;1,8253003;41,730293
"Manresa";"PM10";20;"2024-11";2024-11-03;1,8253003;41,730293
"Manresa";"PM10";19;"2024-11";2024-11-04;1,8253003;41,730293
"Manresa";"PM10";19;"2024-11";2024-11-05;1,8253003;41,730293
"Manresa";"PM10";19;"2024-11";2024-11-06;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-07;1,8253003;41,730293
"Manresa";"PM10";18;"2024-11";2024-11-08;1,8253003;41,730293
"Manresa";"PM10";20;"2024-11";2024-11-09;1,8253003;41,730293
"Manresa";"PM10";23;"2024-11";2024-11-10;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-11;1,8253003;41,730293
"Manresa";"PM10";18;"2024-11";2024-11-12;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-13;1,8253003;41,730293
"Manresa";"PM10";17;"2024-11";2024-11-14;1,8253003;41,730293
"Manresa";"PM10";19;"2024-11";2024-11-15;1,8253003;41,730293
"Manresa";"PM10";24;"2024-11";2024-11-16;1,8253003;41,730293
"Manresa";"PM10";30;"2024-11";2024-11-17;1,8253003;41,730293
"Manresa";"PM10";26;"2024-11";2024-11-18;1,8253003;41,730293
"Manresa";"PM10";29;"2024-11";2024-11-19;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-20;1,8253003;41,730293
"Manresa";"PM10";20;"2024-11";2024-11-21;1,8253003;41,730293
"Manresa";"PM10";17;"2024-11";2024-11-22;1,8253003;41,730293
"Manresa";"PM10";15;"2024-11";2024-11-23;1,8253003;41,730293
"Manresa";"PM10";14;"2024-11";2024-11-24;1,8253003;41,730293
"Vic";"PM10";19;"2024-11";2024-11-01;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-02;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-03;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-04;2,2400014;41,93501
"Vic";"PM10";13;"2024-11";2024-11-05;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-06;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-07;2,2400014;41,93501
"Vic";"PM10";20;"2024-11";2024-11-08;2,2400014;41,93501
"Vic";"PM10";22;"2024-11";2024-11-09;2,2400014;41,93501
"Vic";"PM10";16;"2024-11";2024-11-10;2,2400014;41,93501
"Vic";"PM10";13;"2024-11";2024-11-11;2,2400014;41,93501
"Vic";"PM10";15;"2024-11";2024-11-12;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-13;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-14;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-15;2,2400014;41,93501
"Vic";"PM10";21;"2024-11";2024-11-16;2,2400014;41,93501
"Vic";"PM10";21;"2024-11";2024-11-17;2,2400014;41,93501
"Vic";"PM10";26;"2024-11";2024-11-18;2,2400014;41,93501
"Vic";"PM10";28;"2024-11";2024-11-19;2,2400014;41,93501
"Vic";"PM10";21;"2024-11";2024-11-20;2,2400014;41,93501
"Vic";"PM10";20;"2024-11";2024-11-21;2,2400014;41,93501
"Vic";"PM10";18;"2024-11";2024-11-22;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-23;2,2400014;41,93501
"Vic";"PM10";14;"2024-11";2024-11-24;2,2400014;41,93501
"Girona (Escola de Música)";"PM10";24;"2024-11";2024-11-01;2,8165;41,97638
"Girona (Escola de Música)";"PM10";30;"2024-11";2024-11-02;2,8165;41,97638
"Girona (Escola de Música)";"PM10";28;"2024-11";2024-11-03;2,8165;41,97638
"Girona (Escola de Música)";"PM10";23;"2024-11";2024-11-04;2,8165;41,97638
"Girona (Escola de Música)";"PM10";22;"2024-11";2024-11-05;2,8165;41,97638
"Girona (Escola de Música)";"PM10";19;"2024-11";2024-11-06;2,8165;41,97638
"Girona (Escola de Música)";"PM10";19;"2024-11";2024-11-07;2,8165;41,97638
"Girona (Escola de Música)";"PM10";21;"2024-11";2024-11-08;2,8165;41,97638
"Girona (Escola de Música)";"PM10";21;"2024-11";2024-11-09;2,8165;41,97638
"Girona (Escola de Música)";"PM10";23;"2024-11";2024-11-10;2,8165;41,97638
"Girona (Escola de Música)";"PM10";29;"2024-11";2024-11-11;2,8165;41,97638
"Girona (Escola de Música)";"PM10";26;"2024-11";2024-11-12;2,8165;41,97638
"Girona (Escola de Música)";"PM10";16;"2024-11";2024-11-13;2,8165;41,97638
"Girona (Escola de Música)";"PM10";15;"2024-11";2024-11-14;2,8165;41,97638
"Girona (Escola de Música)";"PM10";14;"2024-11";2024-11-15;2,8165;41,97638
"Girona (Escola de Música)";"PM10";13;"2024-11";2024-11-16;2,8165;41,97638
"Girona (Escola de Música)";"PM10";12;"2024-11";2024-11-17;2,8165;41,97638
"Girona (Escola de Música)";"PM10";13;"2024-11";2024-11-18;2,8165;41,97638
"Girona (Escola de Música)";"PM10";14;"2024-11";2024-11-19;2,8165;41,97638
"Girona (Escola de Música)";"PM10";26;"2024-11";2024-11-20;2,8165;41,97638
"Girona (Escola de Música)";"PM10";38;"2024-11";2024-11-21;2,8165;41,97638
"Girona (Escola de Música)";"PM10";37;"2024-11";2024-11-22;2,8165;41,97638
"Girona (Escola de Música)";"PM10";29;"2024-11";2024-11-23;2,8165;41,97638
"Girona (Escola de Música)";"PM10";34;"2024-11";2024-11-24;2,8165;41,97638
"Manresa";"PM10";18;"2024-11";2024-11-01;1,8253003;41,730293
"Manresa";"PM10";17;"2024-11";2024-11-02;1,8253003;41,730293
"Manresa";"PM10";17;"2024-11";2024-11-03;1,8253003;41,730293
"Manresa";"PM10";13;"2024-11";2024-11-04;1,8253003;41,730293
"Manresa";"PM10";12;"2024-11";2024-11-05;1,8253003;41,730293
"Manresa";"PM10";14;"2024-11";2024-11-06;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-07;1,8253003;41,730293
"Manresa";"PM10";17;"2024-11";2024-11-08;1,8253003;41,730293
"Manresa";"PM10";24;"2024-11";2024-11-09;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-10;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-11;1,8253003;41,730293
"Manresa";"PM10";15;"2024-11";2024-11-12;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-13;1,8253003;41,730293
"Manresa";"PM10";27;"2024-11";2024-11-14;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-15;1,8253003;41,730293
"Manresa";"PM10";22;"2024-11";2024-11-16;1,8253003;41,730293
"Manresa";"PM10";25;"2024-11";2024-11-17;1,8253003;41,730293
"Manresa";"PM10";30;"2024-11";2024-11-18;1,8253003;41,730293
"Manresa";"PM10";27;"2024-11";2024-11-19;1,8253003;41,730293
"Manresa";"PM10";33;"2024-11";2024-11-20;1,8253003;41,730293
"Manresa";"PM10";31;"2024-11";2024-11-21;1,8253003;41,730293
"Manresa";"PM10";36;"2024-11";2024-11-22;1,8253003;41,730293
"Manresa";"PM10";29;"2024-11";2024-11-23;1,8253003;41,730293
"Manresa";"PM10";27;"2024-11";2024-11-24;1,8253003;41,730293
"Lleida";"PM10";24;"2024-11";2024-11-01;0,6157005;41,615818
"Lleida";"PM10";25;"2024-11";2024-11-02;0,6157005;41,615818
"Lleida";"PM10";23;"2024-11";2024-11-03;0,6157005;41,615818
"Lleida";"PM10";23;"2024-11";2024-11-04;0,6157005;41,615818
"Lleida";"PM10";24;"2024-11";2024-11-05;0,6157005;41,615818
"Lleida";"PM10";25;"2024-11";2024-11-06;0,6157005;41,615818
"Lleida";"PM10";27;"2024-11";2024-11-07;0,6157005;41,615818
"Lleida";"PM10";31;"2024-11";2024-11-08;0,6157005;41,615818
"Lleida";"PM10";38;"2024-11";2024-11-09;0,6157005;41,615818
"Lleida";"PM10";43;"2024-11";2024-11-10;0,6157005;41,615818
"Lleida";"PM10";44;"2024-11";2024-11-11;0,6157005;41,615818
"Lleida";"PM10";38;"2024-11";2024-11-12;0,6157005;41,615818
"Lleida";"PM10";45;"2024-11";2024-11-13;0,6157005;41,615818
"Lleida";"PM10";42;"2024-11";2024-11-14;0,6157005;41,615818
"Lleida";"PM10";27;"2024-11";2024-11-15;0,6157005;41,615818
"Lleida";"PM10";29;"2024-11";2024-11-16;0,6157005;41,615818
"Lleida";"PM10";32;"2024-11";2024-11-17;0,6157005;41,615818
"Lleida";"PM10";34;"2024-11";2024-11-18;0,6157005;41,615818
"Lleida";"PM10";36;"2024-11";2024-11-19;0,6157005;41,615818
"Lleida";"PM10";52;"2024-11";2024-11-20;0,6157005;41,615818
"Lleida";"PM10";51;"2024-11";2024-11-21;0,6157005;41,615818
"Lleida";"PM10";45;"2024-11";2024-11-22;0,6157005;41,615818
"Lleida";"PM10";36;"2024-11";2024-11-23;0,6157005;41,615818
"Lleida";"PM10";34;"2024-11";2024-11-24;0,6157005;41,615818
"Girona (Escola de Música)";"PM10";25;"2024-11";2024-11-01;2,8165;41,97638
"Girona (Escola de Música)";"PM10";19;"2024-11";2024-11-02;2,8165;41,97638
"Girona (Escola de Música)";"PM10";17;"2024-11";2024-11-03;2,8165;41,97638
"Girona (Escola de Música)";"PM10";19;"2024-11";2024-11-04;2,8165;41,97638
"Girona (Escola de Música)";"PM10";14;"2024-11";2024-11-05;2,8165;41,97638
"Girona (Escola de Música)";"PM10";14;"2024-11";2024-11-06;2,8165;41,97638
"Girona (Escola de Música)";"PM10";15;"2024-11";2024-11-07;2,8165;41,97638
"Girona (Escola de Música)";"PM10";17;"2024-11";2024-11-08;2,8165;41,97638
"Girona (Escola de Música)";"PM10";22;"2024-11";2024-11-09;2,8165;41,97638
"Girona (Escola de Música)";"PM10";27;"2024-11";2024-11-10;2,8165;41,97638
"Girona (Escola de Música)";"PM10";24;"2024-11";2024-11-11;2,8165;41,97638
"Girona (Escola de Música)";"PM10";13;"2024-11";2024-11-12;2,8165;41,97638
"Girona (Escola de Música)";"PM10";15;"2024-11";2024-11-13;2,8165;41,97638
"Girona (Escola de Música)";"PM10";12;"2024-11";2024-11-14;2,8165;41,97638
"Girona (Escola de Música)";"PM10";13;"2024-11";2024-11-15;2,8165;41,97638
"Girona (Escola de Música)";"PM10";11;"2024-11";2024-11-16;2,8165;41,97638
"Girona (Escola de Música)";"PM10";11;"2024-11";2024-11-17;2,8165;41,97638
"Girona (Escola de Música)";"PM10";12;"2024-11";2024-11-18;2,8165;41,97638
"Girona (Escola de Música)";"PM10";18;"2024-11";2024-11-19;2,8165;41,97638
"Girona (Escola de Música)";"PM10";22;"2024-11";2024-11-20;2,8165;41,97638
"Girona (Escola de Música)";"PM10";28;"2024-11";2024-11-21;2,8165;41,97638
"Girona (Escola de Música)";"PM10";39;"2024-11";2024-11-22;2,8165;41,97638
"Girona (Escola de Música)";"PM10";22;"2024-11";2024-11-23;2,8165;41,97638
"Girona (Escola de Música)";"PM10";23;"2024-11";2024-11-24;2,8165;41,97638
"Vic";"PM10";11;"2024-11";2024-11-01;2,2400014;41,93501
"Vic";"PM10";10;"2024-11";2024-11-02;2,2400014;41,93501
"Vic";"PM10";11;"2024-11";2024-11-03;2,2400014;41,93501
"Vic";"PM10";10;"2024-11";2024-11-04;2,2400014;41,93501
"Vic";"PM10";11;"2024-11";2024-11-05;2,2400014;41,93501
"Vic";"PM10";11;"2024-11";2024-11-06;2,2400014;41,93501
"Vic";"PM10";12;"2024-11";2024-11-07;2,2400014;41,93501
"Vic";"PM10";15;"2024-11";2024-11-08;2,2400014;41,93501
"Vic";"PM10";20;"2024-11";2024-11-09;2,2400014;41,93501
"Vic";"PM10";15;"2024-11";2024-11-10;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-11;2,2400014;41,93501
"Vic";"PM10";12;"2024-11";2024-11-12;2,2400014;41,93501
"Vic";"PM10";15;"2024-11";2024-11-13;2,2400014;41,93501
"Vic";"PM10";10;"2024-11";2024-11-14;2,2400014;41,93501
"Vic";"PM10";11;"2024-11";2024-11-15;2,2400014;41,93501
"Vic";"PM10";13;"2024-11";2024-11-16;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-17;2,2400014;41,93501
"Vic";"PM10";22;"2024-11";2024-11-18;2,2400014;41,93501
"Vic";"PM10";22;"2024-11";2024-11-19;2,2400014;41,93501
"Vic";"PM10";22;"2024-11";2024-11-20;2,2400014;41,93501
"Vic";"PM10";23;"2024-11";2024-11-21;2,2400014;41,93501
"Vic";"PM10";19;"2024-11";2024-11-22;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-23;2,2400014;41,93501
"Vic";"PM10";17;"2024-11";2024-11-24;2,2400014;41,93501
"Barcelona (Poblenou)";"PM10";17;"2024-11";2024-11-01;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";17;"2024-11";2024-11-02;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";19;"2024-11";2024-11-03;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";18;"2024-11";2024-11-04;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";19;"2024-11";2024-11-05;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";19;"2024-11";2024-11-06;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";19;"2024-11";2024-11-07;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";31;"2024-11";2024-11-08;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";30;"2024-11";2024-11-09;2,204501;41,40388
"Manresa";"PM10";17;"2024-11";2024-11-01;1,8253003;41,730293
"Manresa";"PM10";14;"2024-11";2024-11-02;1,8253003;41,730293
"Manresa";"PM10";14;"2024-11";2024-11-03;1,8253003;41,730293
"Manresa";"PM10";12;"2024-11";2024-11-04;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-05;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-06;1,8253003;41,730293
"Manresa";"PM10";17;"2024-11";2024-11-07;1,8253003;41,730293
"Manresa";"PM10";18;"2024-11";2024-11-08;1,8253003;41,730293
"Manresa";"PM10";18;"2024-11";2024-11-09;1,8253003;41,730293
"Manresa";"PM10";24;"2024-11";2024-11-10;1,8253003;41,730293
"Manresa";"PM10";22;"2024-11";2024-11-11;1,8253003;41,730293
"Manresa";"PM10";23;"2024-11";2024-11-12;1,8253003;41,730293
"Manresa";"PM10";19;"2024-11";2024-11-13;1,8253003;41,730293
"Manresa";"PM10";19;"2024-11";2024-11-14;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-15;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-16;1,8253003;41,730293
"Manresa";"PM10";20;"2024-11";2024-11-17;1,8253003;41,730293
"Manresa";"PM10";23;"2024-11";2024-11-18;1,8253003;41,730293
"Manresa";"PM10";24;"2024-11";2024-11-19;1,8253003;41,730293
"Manresa";"PM10";27;"2024-11";2024-11-20;1,8253003;41,730293
"Manresa";"PM10";27;"2024-11";2024-11-21;1,8253003;41,730293
"Manresa";"PM10";23;"2024-11";2024-11-22;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-23;1,8253003;41,730293
"Manresa";"PM10";20;"2024-11";2024-11-24;1,8253003;41,730293
"Barcelona (Poblenou)";"PM10";17;"2024-11";2024-11-01;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";14;"2024-11";2024-11-02;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";15;"2024-11";2024-11-03;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";14;"2024-11";2024-11-04;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";14;"2024-11";2024-11-05;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";15;"2024-11";2024-11-06;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";16;"2024-11";2024-11-07;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";20;"2024-11";2024-11-08;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";23;"2024-11";2024-11-09;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";27;"2024-11";2024-11-10;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";35;"2024-11";2024-11-11;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";37;"2024-11";2024-11-12;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";29;"2024-11";2024-11-13;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";18;"2024-11";2024-11-14;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";16;"2024-11";2024-11-15;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";11;"2024-11";2024-11-16;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";12;"2024-11";2024-11-17;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";12;"2024-11";2024-11-18;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";5;"2024-11";2024-11-19;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";14;"2024-11";2024-11-20;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";19;"2024-11";2024-11-21;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";17;"2024-11";2024-11-22;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";17;"2024-11";2024-11-23;2,204501;41,40388
"Barcelona (Poblenou)";"PM10";17;"2024-11";2024-11-24;2,204501;41,40388
"Manresa";"PM10";15;"2024-11";2024-11-01;1,8253003;41,730293
"Manresa";"PM10";12;"2024-11";2024-11-02;1,8253003;41,730293
"Manresa";"PM10";12;"2024-11";2024-11-03;1,8253003;41,730293
"Manresa";"PM10";12;"2024-11";2024-11-04;1,8253003;41,730293
"Manresa";"PM10";10;"2024-11";2024-11-05;1,8253003;41,730293
"Manresa";"PM10";10;"2024-11";2024-11-06;1,8253003;41,730293
"Manresa";"PM10";10;"2024-11";2024-11-07;1,8253003;41,730293
"Manresa";"PM10";13;"2024-11";2024-11-08;1,8253003;41,730293
"Manresa";"PM10";16;"2024-11";2024-11-09;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-10;1,8253003;41,730293
"Manresa";"PM10";27;"2024-11";2024-11-11;1,8253003;41,730293
"Manresa";"PM10";26;"2024-11";2024-11-12;1,8253003;41,730293
"Manresa";"PM10";17;"2024-11";2024-11-13;1,8253003;41,730293
"Manresa";"PM10";12;"2024-11";2024-11-14;1,8253003;41,730293
"Manresa";"PM10";12;"2024-11";2024-11-15;1,8253003;41,730293
"Manresa";"PM10";24;"2024-11";2024-11-16;1,8253003;41,730293
"Manresa";"PM10";24;"2024-11";2024-11-17;1,8253003;41,730293
"Manresa";"PM10";27;"2024-11";2024-11-18;1,8253003;41,730293
"Manresa";"PM10";29;"2024-11";2024-11-19;1,8253003;41,730293
"Manresa";"PM10";26;"2024-11";2024-11-20;1,8253003;41,730293
"Manresa";"PM10";21;"2024-11";2024-11-21;1,8253003;41,730293
"Manresa";"PM10";22;"2024-11";2024-11-22;1,8253003;41,730293
"Manresa";"PM10";20;"2024-11";2024-11-23;1,8253003;41,730293
"Manresa";"PM10";22;"2024-11";2024-11-24;1,8253003;41,730293
"Girona (Escola de Música)";"PM10";18;"2024-11";2024-11-01;2,8165;41,97638
"Girona (Escola de Música)";"PM10";18;"2024-11";2024-11-02;2,8165;41,97638
"Girona (Escola de Música)";"PM10";15;"2024-11";2024-11-03;2,8165;41,97638
"Girona (Escola de Música)";"PM10";15;"2024-11";2024-11-04;2,8165;41,97638
"Girona (Escola de Música)";"PM10";13;"2024-11";2024-11-05;2,8165;41,97638
"Girona (Escola de Música)";"PM10";16;"2024-11";2024-11-06;2,8165;41,97638
"Girona (Escola de Música)";"PM10";18;"2024-11";2024-11-07;2,8165;41,97638
"Girona (Escola de Música)";"PM10";23;"2024-11";2024-11-08;2,8165;41,97638
"Girona (Escola de Música)";"PM10";18;"2024-11";2024-11-09;2,8165;41,97638
"Girona (Escola de Música)";"PM10";24;"2024-11";2024-11-10;2,8165;41,97638
"Girona (Escola de Música)";"PM10";26;"2024-11";2024-11-11;2,8165;41,97638
"Girona (Escola de Música)";"PM10";22;"2024-11";2024-11-12;2,8165;41,97638
"Girona (Escola de Música)";"PM10";13;"2024-11";2024-11-13;2,8165;41,97638
"Girona (Escola de Música)";"PM10";12;"2024-11";2024-11-14;2,8165;41,97638
"Girona (Escola de Música)";"PM10";13;"2024-11";2024-11-15;2,8165;41,97638
"Girona (Escola de Música)";"PM10";10;"2024-11";2024-11-16;2,8165;41,97638
"Girona (Escola de Música)";"PM10";10;"2024-11";2024-11-17;2,8165;41,97638
"Girona (Escola de Música)";"PM10";10;"2024-11";2024-11-18;2,8165;41,97638
"Girona (Escola de Música)";"PM10";16;"2024-11";2024-11-19;2,8165;41,97638
"Girona (Escola de Música)";"PM10";19;"2024-11";2024-11-20;2,8165;41,97638
